"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"7th month"	"07"	10048
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"8th month"	"08"	7285
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"9th month"	"09"	3514
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"10th month"	"10"	329
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Unknown or Not Stated"	"99"	16059
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Not Reported"	"98"	18987
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"No prenatal care"	"00"	4493
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"1st month"	"01"	75684
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"2nd month"	"02"	306093
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"3rd month"	"03"	157980
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"4th month"	"04"	46734
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"5th month"	"05"	24181
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"6th month"	"06"	14779
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"7th month"	"07"	11276
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"8th month"	"08"	8052
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"9th month"	"09"	2716
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"10th month"	"10"	44
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Unknown or Not Stated"	"99"	14930
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"No prenatal care"	"00"	4572
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"1st month"	"01"	69919
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"2nd month"	"02"	303696
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"3rd month"	"03"	159876
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"4th month"	"04"	45700
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"5th month"	"05"	22848
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"6th month"	"06"	14037
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"7th month"	"07"	10920
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"8th month"	"08"	8238
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"9th month"	"09"	2931
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"10th month"	"10"	45
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Unknown or Not Stated"	"99"	13313
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"No prenatal care"	"00"	5223
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"1st month"	"01"	67332
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"2nd month"	"02"	305499
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"3rd month"	"03"	161075
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"4th month"	"04"	44179
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"5th month"	"05"	21721
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"6th month"	"06"	13258
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"7th month"	"07"	10763
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"8th month"	"08"	8728
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"9th month"	"09"	2811
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"10th month"	"10"	33
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Unknown or Not Stated"	"99"	13513
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"No prenatal care"	"00"	5428
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"1st month"	"01"	63278
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"2nd month"	"02"	299275
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"3rd month"	"03"	154750
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"4th month"	"04"	41714
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"5th month"	"05"	20434
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"6th month"	"06"	12616
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"7th month"	"07"	10010
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"8th month"	"08"	8038
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"9th month"	"09"	2755
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"10th month"	"10"	46
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Unknown or Not Stated"	"99"	12469
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"No prenatal care"	"00"	5669
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"1st month"	"01"	58507
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"2nd month"	"02"	291358
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"3rd month"	"03"	152134
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"4th month"	"04"	39532
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"5th month"	"05"	19229
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"6th month"	"06"	11782
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"7th month"	"07"	9611
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"8th month"	"08"	7508
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"9th month"	"09"	2557
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"10th month"	"10"	53
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Unknown or Not Stated"	"99"	12311
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"No prenatal care"	"00"	5550
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"1st month"	"01"	53867
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"2nd month"	"02"	283462
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"3rd month"	"03"	154745
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"4th month"	"04"	38941
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"5th month"	"05"	18572
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"6th month"	"06"	11221
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"7th month"	"07"	9277
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"8th month"	"08"	7548
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"9th month"	"09"	2563
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"10th month"	"10"	47
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Unknown or Not Stated"	"99"	14058
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"No prenatal care"	"00"	5525
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"1st month"	"01"	47411
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"2nd month"	"02"	270586
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"3rd month"	"03"	147144
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"4th month"	"04"	36948
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"5th month"	"05"	18025
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"6th month"	"06"	10863
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"7th month"	"07"	8178
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"8th month"	"08"	6002
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"9th month"	"09"	2211
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"10th month"	"10"	36
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Unknown or Not Stated"	"99"	15490
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"No prenatal care"	"00"	5975
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"1st month"	"01"	43005
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"2nd month"	"02"	271269
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"3rd month"	"03"	153457
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"4th month"	"04"	36607
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"5th month"	"05"	16580
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"6th month"	"06"	10164
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"7th month"	"07"	8060
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"8th month"	"08"	5819
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"9th month"	"09"	2193
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"10th month"	"10"	44
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Unknown or Not Stated"	"99"	17247
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"No prenatal care"	"00"	6327
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"1st month"	"01"	38453
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"2nd month"	"02"	254645
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"3rd month"	"03"	163347
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"4th month"	"04"	40093
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"5th month"	"05"	18481
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"6th month"	"06"	10865
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"7th month"	"07"	8695
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"8th month"	"08"	6603
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"9th month"	"09"	2638
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"10th month"	"10"	53
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Unknown or Not Stated"	"99"	16624
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"No prenatal care"	"00"	5650
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"1st month"	"01"	35080
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"2nd month"	"02"	235373
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"3rd month"	"03"	162553
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"4th month"	"04"	41137
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"5th month"	"05"	18541
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"6th month"	"06"	10849
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"7th month"	"07"	8578
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"8th month"	"08"	6721
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"9th month"	"09"	2523
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"10th month"	"10"	60
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Unknown or Not Stated"	"99"	16096
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Not Reported"	"98"	0
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: Census Division; Year; Month Prenatal Care Began"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 20, 2025 4:51:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 20, 2025 4:51:14 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. <p> About Education and Prenatal Care data: Education and Prenatal Care data have been recoded to ""Excluded"" for births to"
"mothers residing in a reporting area that used the 1989 U.S. Standard Certificate of Live Birth in the specified data year. All"
"reporting areas collect information on Education and Prenatal care, but information from the 2003 revision of the birth"
"certificate is not comparable to the information based on the earlier certificate. The following reporting areas have Education"
"and Prenatal Care data coded to ""Excluded"": Alabama, 2007-2013; Alaska 2007-2012; Arizona 2007-2013; Arkansas 2007-2013;"
"Connecticut 2007-2015; District of Columbia 2007-2009; Georgia 2007; Hawaii 2007-2013; Illinois 2007-2009; Louisiana 2007-2010;"
"Maine 2007-2013; Maryland 2007-2009; Massachusetts 2007-2011; Michigan 2007; Minnesota 2007-2011; Mississippi 2007-2012;"
"Missouri 2007-2009; Montana 2007; Nevada 2007-2009; New Jersey 2007-2015; New Mexico 2007; New York (only counties comprising"
"New York City) 2007; North Carolina 2007-2010; Oklahoma 2007-2009; Oregon 2007; Rhode Island 2007-2014; Utah 2007-2008; Virginia"
"2007-2012; West Virginia 2007-2013; Wisconsin 2007-2010. </p> <p> Note the change from preceding years: Natality data for years"
"2003-2006 in CDC WONDER excluded Education and Prenatal Care data for the reporting areas that had adopted the 2003 U.S."
"Standard Certificate of Live Birth. </p>"
"4. Beginning in 2014, month prenatal care began is calculated using gestational age based on the obstetric estimate. For years"
"2013 and earlier, month prenatal care began was based on gestational age calculated using the date of the last normal menses."
"This change may lead to a slight discontinuity in prenatal care results between years 2013 and 2014."
